,movie,year,imdb,metascore,votes,grade,runtime,genre,n_imdb
302,Clash of the Titans,2010,5.8,39,259828,PG-13,106 min,"Action, Adventure, Fantasy            ",58
303,Prince of Persia: The Sands of Time,2010,6.6,50,258939,PG-13,116 min,"Action, Fantasy            ",66
304,Robin Hood,2010,6.6,53,242335,PG-13,140 min,"Action, Drama, History            ",66
305,The A-Team,2010,6.7,47,237816,PG-13,117 min,"Action, Adventure, Thriller            ",67
306,The Other Guys,2010,6.6,64,225706,PG-13,107 min,"Action, Comedy, Crime            ",66
307,The Twilight Saga: Eclipse,2010,5,58,214800,PG-13,124 min,"Action, Adventure, Crime            ",50
308,Grown Ups,2010,5.9,30,214624,PG-13,102 min,Comedy            ,59
309,Megamind,2010,7.2,63,212276,PG,95 min,"Animation, Action, Comedy            ",72
310,The Tourist,2010,6,37,209929,PG-13,103 min,"Action, Adventure, Crime            ",60
311,Predators,2010,6.4,51,202609,R,107 min,"Action, Adventure, Sci-Fi            ",64
312,Machete,2010,6.6,60,184094,R,105 min,"Action, Crime, Thriller            ",66
313,Unstoppable,2010,6.7,69,175254,PG-13,98 min,"Action, Thriller            ",67
314,Blue Valentine,2010,7.4,81,172873,R,112 min,"Drama, Romance            ",74
315,Knight and Day,2010,6.3,46,171784,PG-13,109 min,"Action, Adventure, Comedy            ",63
316,Shrek Forever After,2010,6.3,58,171248,PG,93 min,"Animation, Adventure, Comedy            ",63
317,The Next Three Days,2010,7.4,52,171020,PG-13,133 min,"Action, Crime, Drama            ",74
318,Love & Other Drugs,2010,6.7,55,170285,R,112 min,"Comedy, Drama, Romance            ",67
319,Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,47,167571,PG,118 min,"Adventure, Family, Fantasy            ",59
320,Get Him to the Greek,2010,6.4,65,162993,R,109 min,"Comedy, Music            ",64
321,Tucker and Dale vs Evil,2010,7.5,65,156310,R,89 min,"Comedy, Horror            ",75
322,Inception,2010,8.8,74,1884515,PG-13,148 min,"Action, Adventure, Sci-Fi            ",88
323,Shutter Island,2010,8.1,63,1031485,R,138 min,"Mystery, Thriller            ",81
324,Toy Story 3,2010,8.3,92,704131,G,103 min,"Animation, Adventure, Comedy            ",83
325,Iron Man 2,2010,7,57,674392,PG-13,124 min,"Action, Adventure, Sci-Fi            ",70
326,Black Swan,2010,8,79,659640,R,108 min,"Drama, Thriller            ",80
327,How to Train Your Dragon,2010,8.1,74,623175,PG,98 min,"Animation, Action, Adventure            ",81
328,The King's Speech,2010,8,88,602758,R,118 min,"Biography, Drama, History            ",80
329,The Social Network,2010,7.7,95,577946,PG-13,120 min,"Biography, Drama            ",77
330,Kick-Ass,2010,7.6,66,503926,R,117 min,"Action, Adventure, Comedy            ",76
331,Despicable Me,2010,7.6,72,472599,PG,95 min,"Animation, Comedy, Family            ",76
332,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,65,435622,PG-13,146 min,"Adventure, Family, Mystery            ",77
333,Tangled,2010,7.7,71,374352,PG,100 min,"Animation, Adventure, Comedy            ",77
334,Alice in Wonderland,2010,6.4,53,363899,PG,108 min,"Adventure, Family, Fantasy            ",64
335,Scott Pilgrim vs. the World,2010,7.5,69,346428,PG-13,112 min,"Action, Comedy, Fantasy            ",75
336,Easy A,2010,7.1,72,336135,PG-13,92 min,"Comedy, Drama, Romance            ",71
337,127 Hours,2010,7.6,82,329130,R,94 min,"Biography, Drama            ",76
338,The Town,2010,7.5,74,327677,R,125 min,"Crime, Drama, Thriller            ",75
339,The Fighter,2010,7.8,79,320765,R,116 min,"Biography, Drama, Sport            ",78
340,The Expendables,2010,6.5,45,311744,R,103 min,"Action, Adventure, Thriller            ",65
341,Due Date,2010,6.5,51,308336,R,95 min,"Adventure, Comedy            ",65
342,TRON: Legacy,2010,6.8,49,299697,PG,125 min,"Action, Adventure, Sci-Fi            ",68
343,True Grit,2010,7.6,80,289440,PG-13,110 min,"Drama, Western            ",76
344,Salt,2010,6.4,65,280546,PG-13,100 min,"Action, Mystery, Thriller            ",64
345,The Book of Eli,2010,6.9,53,276586,R,118 min,"Action, Adventure, Drama            ",69
346,RED,2010,7,60,274914,PG-13,111 min,"Action, Comedy, Crime            ",70
347,Insidious,2010,6.8,52,259861,PG-13,103 min,"Horror, Mystery, Thriller            ",68
348,Clash of the Titans,2010,5.8,39,259828,PG-13,106 min,"Action, Adventure, Fantasy            ",58
349,Prince of Persia: The Sands of Time,2010,6.6,50,258939,PG-13,116 min,"Action, Fantasy            ",66
350,Robin Hood,2010,6.6,53,242335,PG-13,140 min,"Action, Drama, History            ",66
351,The A-Team,2010,6.7,47,237816,PG-13,117 min,"Action, Adventure, Thriller            ",67
352,The Other Guys,2010,6.6,64,225706,PG-13,107 min,"Action, Comedy, Crime            ",66
353,The Twilight Saga: Eclipse,2010,5,58,214800,PG-13,124 min,"Action, Adventure, Crime            ",50
354,Grown Ups,2010,5.9,30,214624,PG-13,102 min,Comedy            ,59
355,Megamind,2010,7.2,63,212276,PG,95 min,"Animation, Action, Comedy            ",72
356,The Tourist,2010,6,37,209929,PG-13,103 min,"Action, Adventure, Crime            ",60
357,Predators,2010,6.4,51,202609,R,107 min,"Action, Adventure, Sci-Fi            ",64
358,Machete,2010,6.6,60,184094,R,105 min,"Action, Crime, Thriller            ",66
359,Unstoppable,2010,6.7,69,175254,PG-13,98 min,"Action, Thriller            ",67
360,Blue Valentine,2010,7.4,81,172873,R,112 min,"Drama, Romance            ",74
361,Knight and Day,2010,6.3,46,171784,PG-13,109 min,"Action, Adventure, Comedy            ",63
362,Shrek Forever After,2010,6.3,58,171248,PG,93 min,"Animation, Adventure, Comedy            ",63
363,The Next Three Days,2010,7.4,52,171020,PG-13,133 min,"Action, Crime, Drama            ",74
364,Love & Other Drugs,2010,6.7,55,170285,R,112 min,"Comedy, Drama, Romance            ",67
365,Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,47,167571,PG,118 min,"Adventure, Family, Fantasy            ",59
366,Get Him to the Greek,2010,6.4,65,162993,R,109 min,"Comedy, Music            ",64
367,Tucker and Dale vs Evil,2010,7.5,65,156310,R,89 min,"Comedy, Horror            ",75
368,Inception,2010,8.8,74,1884515,PG-13,148 min,"Action, Adventure, Sci-Fi            ",88
369,Shutter Island,2010,8.1,63,1031485,R,138 min,"Mystery, Thriller            ",81
370,Toy Story 3,2010,8.3,92,704131,G,103 min,"Animation, Adventure, Comedy            ",83
371,Iron Man 2,2010,7,57,674392,PG-13,124 min,"Action, Adventure, Sci-Fi            ",70
372,Black Swan,2010,8,79,659640,R,108 min,"Drama, Thriller            ",80
373,How to Train Your Dragon,2010,8.1,74,623175,PG,98 min,"Animation, Action, Adventure            ",81
374,The King's Speech,2010,8,88,602758,R,118 min,"Biography, Drama, History            ",80
375,The Social Network,2010,7.7,95,577946,PG-13,120 min,"Biography, Drama            ",77
376,Kick-Ass,2010,7.6,66,503926,R,117 min,"Action, Adventure, Comedy            ",76
377,Despicable Me,2010,7.6,72,472599,PG,95 min,"Animation, Comedy, Family            ",76
378,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,65,435622,PG-13,146 min,"Adventure, Family, Mystery            ",77
379,Tangled,2010,7.7,71,374352,PG,100 min,"Animation, Adventure, Comedy            ",77
380,Alice in Wonderland,2010,6.4,53,363899,PG,108 min,"Adventure, Family, Fantasy            ",64
381,Scott Pilgrim vs. the World,2010,7.5,69,346428,PG-13,112 min,"Action, Comedy, Fantasy            ",75
382,Easy A,2010,7.1,72,336135,PG-13,92 min,"Comedy, Drama, Romance            ",71
383,127 Hours,2010,7.6,82,329130,R,94 min,"Biography, Drama            ",76
384,The Town,2010,7.5,74,327677,R,125 min,"Crime, Drama, Thriller            ",75
385,The Fighter,2010,7.8,79,320765,R,116 min,"Biography, Drama, Sport            ",78
386,The Expendables,2010,6.5,45,311744,R,103 min,"Action, Adventure, Thriller            ",65
387,Due Date,2010,6.5,51,308336,R,95 min,"Adventure, Comedy            ",65
388,TRON: Legacy,2010,6.8,49,299697,PG,125 min,"Action, Adventure, Sci-Fi            ",68
389,True Grit,2010,7.6,80,289440,PG-13,110 min,"Drama, Western            ",76
390,Salt,2010,6.4,65,280546,PG-13,100 min,"Action, Mystery, Thriller            ",64
391,The Book of Eli,2010,6.9,53,276586,R,118 min,"Action, Adventure, Drama            ",69
392,RED,2010,7,60,274914,PG-13,111 min,"Action, Comedy, Crime            ",70
393,Insidious,2010,6.8,52,259861,PG-13,103 min,"Horror, Mystery, Thriller            ",68
394,Clash of the Titans,2010,5.8,39,259828,PG-13,106 min,"Action, Adventure, Fantasy            ",58
395,Prince of Persia: The Sands of Time,2010,6.6,50,258939,PG-13,116 min,"Action, Fantasy            ",66
396,Robin Hood,2010,6.6,53,242335,PG-13,140 min,"Action, Drama, History            ",66
397,The A-Team,2010,6.7,47,237816,PG-13,117 min,"Action, Adventure, Thriller            ",67
398,The Other Guys,2010,6.6,64,225706,PG-13,107 min,"Action, Comedy, Crime            ",66
399,The Twilight Saga: Eclipse,2010,5,58,214800,PG-13,124 min,"Action, Adventure, Crime            ",50
400,Grown Ups,2010,5.9,30,214624,PG-13,102 min,Comedy            ,59
401,Megamind,2010,7.2,63,212276,PG,95 min,"Animation, Action, Comedy            ",72
402,The Tourist,2010,6,37,209929,PG-13,103 min,"Action, Adventure, Crime            ",60
403,Predators,2010,6.4,51,202609,R,107 min,"Action, Adventure, Sci-Fi            ",64
404,Machete,2010,6.6,60,184094,R,105 min,"Action, Crime, Thriller            ",66
405,Unstoppable,2010,6.7,69,175254,PG-13,98 min,"Action, Thriller            ",67
406,Blue Valentine,2010,7.4,81,172873,R,112 min,"Drama, Romance            ",74
407,Knight and Day,2010,6.3,46,171784,PG-13,109 min,"Action, Adventure, Comedy            ",63
408,Shrek Forever After,2010,6.3,58,171248,PG,93 min,"Animation, Adventure, Comedy            ",63
409,The Next Three Days,2010,7.4,52,171020,PG-13,133 min,"Action, Crime, Drama            ",74
410,Love & Other Drugs,2010,6.7,55,170285,R,112 min,"Comedy, Drama, Romance            ",67
411,Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,47,167571,PG,118 min,"Adventure, Family, Fantasy            ",59
412,Get Him to the Greek,2010,6.4,65,162993,R,109 min,"Comedy, Music            ",64
413,Tucker and Dale vs Evil,2010,7.5,65,156310,R,89 min,"Comedy, Horror            ",75
414,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,87,705723,PG-13,130 min,"Adventure, Drama, Fantasy            ",81
415,Thor,2011,7,57,699664,PG-13,115 min,"Action, Adventure, Fantasy            ",70
416,The Intouchables,2011,8.5,57,694751,R,112 min,"Biography, Comedy, Drama            ",85
417,Captain America: The First Avenger,2011,6.9,66,686045,PG-13,124 min,"Action, Adventure, Sci-Fi            ",69
418,X-Men: First Class,2011,7.7,65,619063,PG-13,131 min,"Action, Adventure, Sci-Fi            ",77
419,Drive,2011,7.8,78,531068,R,100 min,"Crime, Drama            ",78
420,Limitless,2011,7.4,59,499982,PG-13,105 min,"Sci-Fi, Thriller            ",74
421,Rise of the Planet of the Apes,2011,7.6,68,478060,PG-13,105 min,"Action, Drama, Sci-Fi            ",76
422,Source Code,2011,7.5,74,458938,PG-13,93 min,"Action, Drama, Mystery            ",75
423,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45,454697,PG-13,136 min,"Action, Adventure, Fantasy            ",66
424,"Crazy, Stupid, Love.",2011,7.4,68,443024,PG-13,118 min,"Comedy, Drama, Romance            ",74
425,The Hangover Part II,2011,6.4,44,439594,R,102 min,Comedy            ,64
426,Mission: Impossible - Ghost Protocol,2011,7.4,73,434386,PG-13,132 min,"Action, Adventure, Thriller            ",74
427,Warrior,2011,8.2,71,409850,PG-13,140 min,"Drama, Sport            ",82
428,Horrible Bosses,2011,6.9,57,403478,R,98 min,"Comedy, Crime            ",69
429,Sherlock Holmes: A Game of Shadows,2011,7.5,48,399535,PG-13,129 min,"Action, Adventure, Crime            ",75
430,The Help,2011,8.1,62,399303,PG-13,146 min,Drama            ,81
431,The Girl with the Dragon Tattoo,2011,7.8,71,393998,R,158 min,"Crime, Drama, Mystery            ",78
432,Transformers: Dark of the Moon,2011,6.2,42,370362,PG-13,154 min,"Action, Adventure, Sci-Fi            ",62
433,Midnight in Paris,2011,7.7,81,362378,PG-13,94 min,"Comedy, Fantasy, Romance            ",77
434,In Time,2011,6.7,53,350720,PG-13,109 min,"Action, Sci-Fi, Thriller            ",67
435,The Cabin in the Woods,2011,7,72,345887,R,95 min,Horror            ,70
436,Fast Five,2011,7.3,66,335186,PG-13,130 min,"Action, Adventure, Thriller            ",73
437,Moneyball,2011,7.6,87,333458,PG-13,133 min,"Biography, Drama, Sport            ",76
438,Super 8,2011,7,72,323544,PG-13,112 min,"Mystery, Sci-Fi, Thriller            ",70
439,Friends with Benefits,2011,6.5,63,321892,R,109 min,"Comedy, Romance            ",65
440,50/50,2011,7.6,72,303937,R,100 min,"Comedy, Drama, Romance            ",76
441,Hugo,2011,7.5,83,288327,PG,126 min,"Drama, Family, Fantasy            ",75
442,Real Steel,2011,7.1,56,286014,PG-13,127 min,"Action, Drama, Family            ",71
443,Green Lantern,2011,5.5,39,255766,PG-13,114 min,"Action, Adventure, Sci-Fi            ",55
444,Bridesmaids,2011,6.8,75,253255,R,125 min,"Comedy, Romance            ",68
445,Unknown,2011,6.8,56,237598,PG-13,113 min,"Action, Mystery, Thriller            ",68
446,Kung Fu Panda 2,2011,7.2,67,234159,PG,90 min,"Animation, Action, Adventure            ",72
447,The Grey,2011,6.8,64,231201,R,117 min,"Action, Adventure, Drama            ",68
448,The Adjustment Bureau,2011,7,60,230966,PG-13,106 min,"Romance, Sci-Fi, Thriller            ",70
449,The Descendants,2011,7.3,84,225294,R,115 min,"Comedy, Drama            ",73
450,Paul,2011,7,57,223551,R,104 min,"Adventure, Comedy, Sci-Fi            ",70
451,Sucker Punch,2011,6,33,220644,PG-13,110 min,"Action, Adventure, Fantasy            ",60
452,I Am Number Four,2011,6.1,36,219998,PG-13,111 min,"Action, Adventure, Sci-Fi            ",61
453,Rango,2011,7.2,75,219899,PG,107 min,"Animation, Adventure, Comedy            ",72
454,The Artist,2011,7.9,89,219403,PG-13,100 min,"Comedy, Drama, Romance            ",79
455,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,211319,PG-13,117 min,"Action, Adventure, Drama            ",49
456,The Ides of March,2011,7.1,67,208829,R,101 min,"Drama, Thriller            ",71
457,Just Go with It,2011,6.4,33,205809,PG-13,117 min,"Comedy, Romance            ",64
458,The Adventures of Tintin,2011,7.3,68,205067,PG,107 min,"Animation, Action, Adventure            ",73
459,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,87,705723,PG-13,130 min,"Adventure, Drama, Fantasy            ",81
460,Thor,2011,7,57,699664,PG-13,115 min,"Action, Adventure, Fantasy            ",70
461,The Intouchables,2011,8.5,57,694751,R,112 min,"Biography, Comedy, Drama            ",85
462,Captain America: The First Avenger,2011,6.9,66,686045,PG-13,124 min,"Action, Adventure, Sci-Fi            ",69
463,X-Men: First Class,2011,7.7,65,619063,PG-13,131 min,"Action, Adventure, Sci-Fi            ",77
464,Drive,2011,7.8,78,531068,R,100 min,"Crime, Drama            ",78
465,Limitless,2011,7.4,59,499982,PG-13,105 min,"Sci-Fi, Thriller            ",74
466,Rise of the Planet of the Apes,2011,7.6,68,478060,PG-13,105 min,"Action, Drama, Sci-Fi            ",76
467,Source Code,2011,7.5,74,458938,PG-13,93 min,"Action, Drama, Mystery            ",75
468,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45,454697,PG-13,136 min,"Action, Adventure, Fantasy            ",66
469,"Crazy, Stupid, Love.",2011,7.4,68,443024,PG-13,118 min,"Comedy, Drama, Romance            ",74
470,The Hangover Part II,2011,6.4,44,439594,R,102 min,Comedy            ,64
471,Mission: Impossible - Ghost Protocol,2011,7.4,73,434386,PG-13,132 min,"Action, Adventure, Thriller            ",74
472,Warrior,2011,8.2,71,409850,PG-13,140 min,"Drama, Sport            ",82
473,Horrible Bosses,2011,6.9,57,403478,R,98 min,"Comedy, Crime            ",69
474,Sherlock Holmes: A Game of Shadows,2011,7.5,48,399535,PG-13,129 min,"Action, Adventure, Crime            ",75
475,The Help,2011,8.1,62,399303,PG-13,146 min,Drama            ,81
476,The Girl with the Dragon Tattoo,2011,7.8,71,393998,R,158 min,"Crime, Drama, Mystery            ",78
477,Transformers: Dark of the Moon,2011,6.2,42,370362,PG-13,154 min,"Action, Adventure, Sci-Fi            ",62
478,Midnight in Paris,2011,7.7,81,362378,PG-13,94 min,"Comedy, Fantasy, Romance            ",77
479,In Time,2011,6.7,53,350720,PG-13,109 min,"Action, Sci-Fi, Thriller            ",67
480,The Cabin in the Woods,2011,7,72,345887,R,95 min,Horror            ,70
481,Fast Five,2011,7.3,66,335186,PG-13,130 min,"Action, Adventure, Thriller            ",73
482,Moneyball,2011,7.6,87,333458,PG-13,133 min,"Biography, Drama, Sport            ",76
483,Super 8,2011,7,72,323544,PG-13,112 min,"Mystery, Sci-Fi, Thriller            ",70
484,Friends with Benefits,2011,6.5,63,321892,R,109 min,"Comedy, Romance            ",65
485,50/50,2011,7.6,72,303937,R,100 min,"Comedy, Drama, Romance            ",76
486,Hugo,2011,7.5,83,288327,PG,126 min,"Drama, Family, Fantasy            ",75
487,Real Steel,2011,7.1,56,286014,PG-13,127 min,"Action, Drama, Family            ",71
488,Green Lantern,2011,5.5,39,255766,PG-13,114 min,"Action, Adventure, Sci-Fi            ",55
489,Bridesmaids,2011,6.8,75,253255,R,125 min,"Comedy, Romance            ",68
490,Unknown,2011,6.8,56,237598,PG-13,113 min,"Action, Mystery, Thriller            ",68
491,Kung Fu Panda 2,2011,7.2,67,234159,PG,90 min,"Animation, Action, Adventure            ",72
